First_name,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
Andy,Ologun, ,182.88,154,NA,right-handed,3,1,0,4,0.75
Casey,Olson,The Underdog,170.18,145,NA,right-handed,12,3,0,15,0.8
Cameron,Olson,Cap'n Crunch,185.42,205,75,right-handed,7,3,0,10,0.7
Alan,Omer, ,177.8,145,71,right-handed,18,5,0,23,0.782608696
Michihiro,Omigawa, ,167.64,145,68,right-handed,13,13,1,27,0.5
Chibwikem,Onyenegecha-Palmer, ,190.5,185,76,right-handed,6,0,0,6,1
Tito,Ortiz,The People's Champ,190.5,205,74,right-handed,17,11,1,29,0.603448276
Jorge,Ortiz,The Naked Man,182.88,185,NA,right-handed,16,9,1,26,0.634615385
Dustin,Ortiz, ,165.1,125,65,right-handed,19,7,0,26,0.730769231
Kenji,Osawa, ,170.18,135,66,right-handed,18,10,2,30,0.633333333
Nick,Osipczak, ,187.96,170,76,right-handed,5,3,0,8,0.625
Nissen,Osterneck, ,187.96,185,NA,right-handed,9,3,0,12,0.75
Pedro,Otavio,Te Pedro,190.5,245,NA,right-handed,19,8,0,27,0.703703704
Alexander,Otsuka,The Diet Butcher,185.42,205,NA,right-handed,4,13,0,17,0.235294118
Takafumi,Otsuka, ,167.64,139,NA,right-handed,12,9,1,22,0.568181818
Zak,Ottow,The Barbarian,180.34,170,72,right-handed,16,6,0,22,0.727272727
Artur,Oumakhanov, ,170.18,154,NA,right-handed,9,6,0,15,0.6
Sidney,Outlaw,Da Gun,172.72,170,74,right-handed,8,4,0,12,0.666666667
Alistair,Overeem,The Demolition Man,193.04,265,80,right-handed,44,17,0,61,0.721311475
Valentijn,Overeem, ,190.5,230,NA,right-handed,29,26,0,55,0.527272727
Alptekin,Ozkilic,The Turkish Delight,165.1,125,65,right-handed,9,4,0,13,0.692307692
Nick,Pace, ,170.18,135,68,right-handed,6,3,0,9,0.666666667
Larissa,Pacheco, ,170.18,135,69,right-handed,10,2,0,12,0.833333333
Teemu,Packalen,Pacu,185.42,155,72,right-handed,8,2,0,10,0.8
Damacio,Page,The Angel of Death,167.64,135,66,right-handed,12,8,0,20,0.6
Dustin,Pague,The Disciple,175.26,135,74,right-handed,11,10,0,21,0.523809524
Raulian,Paiva, ,172.72,125,NA,right-handed,17,1,0,18,0.944444444
Fredson,Paixao, ,167.64,145,66,right-handed,10,4,0,14,0.714285714
Jose,Palacios, ,175.26,145,NA,right-handed,3,2,0,5,0.6
Ricardo,Palacios,El Gallero,167.64,145,NA,right-handed,9,1,0,10,0.9
Bart,Palaszewski,Bartimus,175.26,145,70,right-handed,35,17,0,52,0.673076923
Soa,Palelei,The Hulk,193.04,265,81,right-handed,22,5,0,27,0.814814815
Rousimar,Palhares,Toquinho,172.72,170,71,right-handed,24,5,0,29,0.827586207
Alexandre,Pantoja,The Cannibal,165.1,125,67,right-handed,20,3,0,23,0.869565217
Bryan,Pardoe,Pain Inducer,185.42,205,NA,right-handed,12,16,0,28,0.428571429
Ido,Pariente, ,172.72,155,NA,right-handed,12,5,0,17,0.705882353
Josh,Parisian, ,193.04,265,NA,right-handed,7,2,0,9,0.777777778
Karo,Parisyan,The Heat,177.8,170,72,right-handed,19,8,0,27,0.703703704
Won Sik,Park,Parky,180.34,154,NA,right-handed,9,3,1,13,0.730769231
Larry,Parker, ,180.34,205,NA,right-handed,13,6,1,20,0.675
Tyra,Parker, ,165.1,115,NA,right-handed,1,2,0,3,0.333333333
Jorge,Patino,Macaco,172.72,170,NA,right-handed,25,13,1,39,0.653846154
Claude,Patrick,The Prince,180.34,170,75,right-handed,14,2,0,16,0.875
Michael,Patt, ,182.88,205,NA,right-handed,12,4,0,16,0.75
Julio,Paulino,The Dominican Demon,182.88,170,NA,right-handed,17,4,0,21,0.80952381
Pawel,Pawlak, ,182.88,170,73,right-handed,11,2,0,13,0.846153846
Estevan,Payan,El Terrible,177.8,145,72,right-handed,14,6,0,20,0.7
Roland,Payne, ,175.26,205,NA,right-handed,0,1,0,1,0
Joe,Pearson,The Triangular Strangler,177.8,145,NA,right-handed,38,17,1,56,0.6875
Ross,Pearson,The Real Deal,172.72,155,69,right-handed,22,15,0,37,0.594594595
Andre,Pederneiras, ,172.72,155,NA,right-handed,1,1,2,4,0.5
Tyson,Pedro, ,190.5,205,79,right-handed,7,3,0,10,0.7
Willie,Peeters, ,175.26,220,NA,right-handed,9,10,1,20,0.475
Filip,Pejic,Nitro,172.72,135,70,right-handed,10,2,1,13,0.807692308
Kurt,Pellegrino,Batman,172.72,155,70,right-handed,16,6,0,22,0.727272727
Yan,Pellerin,Wild Thing,180.34,205,NA,right-handed,9,13,0,22,0.409090909
Sherman,Pendergarst,The Tank,185.42,235,NA,right-handed,11,18,0,29,0.379310345
Cathal,Pendred,The Punisher,185.42,170,75,right-handed,17,5,1,23,0.760869565
BJ,Penn,The Prodigy,175.26,145,70,right-handed,16,12,2,30,0.566666667
Raquel,Pennington,Rocky,170.18,135,67,right-handed,9,8,0,17,0.529411765
Godofredo,Pepey, ,170.18,145,73,right-handed,14,6,0,20,0.7
Ray,Perales,Relentless,177.8,170,NA,right-handed,13,22,0,35,0.371428571
Robert,Peralta,Problems,172.72,145,71,right-handed,18,6,0,24,0.75
Viviane,Pereira,Sucuri,154.94,115,63,right-handed,13,2,0,15,0.866666667
Rolando,Perez, ,172.72,135,NA,right-handed,6,5,2,13,0.538461538
Erik,Perez,Goyito,172.72,135,68,right-handed,17,6,0,23,0.739130435
Alejandro,Perez,Turbo,167.64,135,67,right-handed,22,6,1,29,0.775862069
Frankie,Perez, ,180.34,155,73,right-handed,10,4,0,14,0.714285714
Alex,Perez, ,167.64,125,65,right-handed,21,5,0,26,0.807692308
Markus,Perez,Maluko,185.42,185,73,right-handed,10,2,0,12,0.833333333
Anthony,Perosh,The Hippo,190.5,205,75,right-handed,15,10,0,25,0.6
Thiago,Perpetuo,Bodao,177.8,170,71,right-handed,9,4,1,14,0.678571429
Hernani,Perpetuo, ,182.88,170,74,right-handed,17,5,0,22,0.772727273
Mike,Perry,Platinum,177.8,170,71,right-handed,12,4,0,16,0.75
Viktor,Pesta, ,190.5,240,77,right-handed,10,4,0,14,0.714285714
Leiticia,Pestova, ,167.64,135,NA,right-handed,0,2,0,2,0
Tony,Petarra, ,180.34,196,NA,right-handed,2,4,1,7,0.357142857
Cory,Peterson,LA Giant,210.82,400,NA,right-handed,2,1,0,3,0.666666667
Steven,Peterson,Ocho,177.8,145,70,right-handed,17,6,0,23,0.739130435
Seth,Petruzelli,The Silverback,182.88,205,76,right-handed,14,6,0,20,0.7
Anthony,Pettis,Showtime,177.8,155,72,right-handed,21,8,0,29,0.724137931
Sergio,Pettis,The Phenom,167.64,135,69,right-handed,17,4,0,21,0.80952381
Forrest,Petz,The Meat Cleaver,175.26,170,71,right-handed,24,9,0,33,0.727272727
Dino,Pezao, ,NA,205,NA,right-handed,1,2,0,3,0.333333333
Cody,Pfister,The Fist,177.8,155,73,right-handed,12,6,1,19,0.657894737
Nam,Phan, ,167.64,135,70,right-handed,18,14,0,32,0.5625
Costas,Philippou, ,180.34,185,73,right-handed,13,5,0,18,0.722222222
Dave,Phillips,The Rockstar,182.88,185,NA,right-handed,7,5,0,12,0.583333333
Elizabeth,Phillips, ,167.64,135,65,right-handed,5,4,0,9,0.555555556
Kyler,Phillips,The Matrix,172.72,135,NA,right-handed,4,0,0,4,1
Vinc,Pichel,From Hell,177.8,155,72,right-handed,11,2,0,13,0.846153846
Brad,Pickett,One Punch,167.64,135,68,right-handed,26,14,0,40,0.65
Mike,Pierce, ,172.72,170,70,right-handed,17,7,0,24,0.708333333
Daniel,Pineda,The Pit,170.18,145,69,right-handed,18,11,0,29,0.620689655
Liu,Pingyuan, ,167.64,135,72,right-handed,13,5,0,18,0.722222222
Maki,Pitolo,Coconut Bombz,177.8,185,72,right-handed,10,4,0,14,0.714285714
Ross,Pointon,The Gladiator,172.72,170,NA,right-handed,6,13,0,19,0.315789474
Igor,Pokrajac,The Duke,182.88,205,76,right-handed,28,13,0,41,0.682926829
John,Polakowski,Buckets of Blood,177.8,155,NA,right-handed,2,2,0,4,0.5
Mike,Polchlopek,Mike Barton,193.04,285,NA,right-handed,1,1,0,2,0.5
Santiago,Ponzinibbio,Gente Boa,182.88,170,73,right-handed,28,3,0,31,0.903225806
Ruan,Potts,Fangzz,187.96,247,75,right-handed,8,4,0,12,0.666666667
Devin,Powell, ,182.88,155,73,right-handed,9,4,0,13,0.692307692
Marcin,Prachnio, ,190.5,205,74,right-handed,13,4,0,17,0.764705882
Trevor,Prangley, ,185.42,185,75,right-handed,23,8,1,32,0.734375
Michel,Prazeres,Tractor,167.64,170,67,right-handed,26,2,0,28,0.928571429
Philip,Preece, ,172.72,205,NA,right-handed,10,14,0,24,0.416666667
Niko,Price,The Hybrid,182.88,170,76,right-handed,12,2,0,14,0.857142857
Shane,Primm, ,190.5,205,NA,right-handed,6,5,0,11,0.545454545
Joe,Proctor, ,177.8,155,72,right-handed,11,5,0,16,0.6875
Cole,Province, ,175.26,145,68,right-handed,6,2,0,8,0.75
Daniel,Puder, ,190.5,235,NA,right-handed,8,0,0,8,1
Lucie,Pudilova,Bullet,172.72,135,67,right-handed,8,3,0,11,0.727272727
Juan,Puig,Fenix,175.26,145,72,right-handed,11,4,0,15,0.733333333
Mike,Pyle,Quicksand,182.88,170,74,right-handed,27,14,1,42,0.654761905
Bao,Quach, ,160.02,145,NA,right-handed,18,10,1,29,0.637931034
Jimmy,Quinlan,Crash,182.88,185,72,right-handed,3,1,1,5,0.7
Michel,Quinones,El Capo,177.8,155,73,right-handed,8,3,0,11,0.727272727
Benji,Radach,Razor,177.8,185,NA,right-handed,21,7,0,28,0.75
Josh,Rafferty, ,182.88,170,NA,right-handed,9,8,0,17,0.529411765
Amir,Rahnavardi, ,182.88,205,NA,right-handed,11,10,0,21,0.523809524
Aleksandar,Rakic, ,193.04,205,78,right-handed,11,1,0,12,0.916666667
Jessica,Rakoczy,The Ragin',170.18,115,68,right-handed,2,5,0,7,0.285714286
Hector,Ramirez,Sick Dog,182.88,205,NA,right-handed,9,4,1,14,0.678571429
Luis,Ramos,Beicao,172.72,170,NA,right-handed,19,8,2,29,0.689655172
Ricardo,Ramos, ,175.26,135,72,right-handed,12,1,0,13,0.923076923
Davi,Ramos,Tasmanian Devil,167.64,155,70,right-handed,9,2,0,11,0.818181818
Vernon,Ramos, ,167.64,170,72,right-handed,3,2,0,5,0.6
Kevin,Randleman,The Monster,177.8,205,NA,right-handed,17,16,0,33,0.515151515
Raou,Raou, ,172.72,195,NA,right-handed,0,1,0,1,0
Ed,Ratcliff,9mm,177.8,155,71,right-handed,7,3,0,10,0.7
Bec,Rawlings,Rowdy,167.64,125,64,right-handed,7,8,0,15,0.466666667
Abdul,Razak Alhassan, ,177.8,170,73,right-handed,10,1,0,11,0.909090909
Antony,Rea,Wild Thing,182.88,205,NA,right-handed,22,13,0,35,0.628571429
Rafael,Rebello,Rafinha,165.1,135,67,right-handed,7,4,0,11,0.636363636
Paul,Redmond,Redser,177.8,145,70,right-handed,10,6,0,16,0.625
Dennis,Reed, ,NA,205,NA,right-handed,43,52,1,96,0.453125
Karl,Reed,No Worries,190.5,205,78,right-handed,2,1,0,3,0.666666667
Johnny,Rees,The Hater Hurter,182.88,170,NA,right-handed,12,4,0,16,0.75
Chad,Reiner,The Grinder,180.34,170,NA,right-handed,28,13,0,41,0.682926829
Jason,Reinhardt, ,167.64,135,NA,right-handed,20,3,0,23,0.869565217
Leigh,Remedios,Bulldog,170.18,155,NA,right-handed,17,9,2,28,0.642857143
Livinha,Souza,The Brazilian Gangsta,165.1,115,NA,right-handed,12,1,0,13,0.923076923
Marion,Reneau,The Belizean Bruiser,167.64,135,68,right-handed,9,4,1,14,0.678571429
John,Renken,The Saint,182.88,190,NA,right-handed,19,28,3,50,0.41
Alex,Reyes,The Executioner,180.34,170,73,right-handed,13,3,0,16,0.8125
Johnny,Rhodes, ,182.88,210,NA,right-handed,2,1,0,3,0.666666667
Mike,Rhodes,Biggie,185.42,170,74,right-handed,6,4,0,10,0.6
Vitor,Ribeiro,Shaolin,172.72,154,NA,right-handed,20,5,0,25,0.8
Will,Ribeiro, ,172.72,135,NA,right-handed,10,2,0,12,0.833333333
Alessandro,Ricci, ,180.34,155,69,right-handed,10,5,0,15,0.666666667
Moise,Rimbon,Swamp,177.8,205,NA,right-handed,18,9,3,30,0.65
Jordan,Rinaldi,All Day,177.8,145,72,right-handed,14,6,0,20,0.7
Mike,Rio,The Wolverine,177.8,155,71,right-handed,9,4,0,13,0.692307692
Shannon,Ritch,The Cannon,175.26,190,NA,right-handed,47,74,0,121,0.388429752
Diego,Rivas,Pitbull,172.72,145,69,right-handed,7,2,0,9,0.777777778
Jorge,Rivera,El Conquistador,185.42,185,73,right-handed,19,9,0,28,0.678571429
Francisco,Rivera,Cisco,172.72,135,68,right-handed,11,7,0,18,0.611111111
Jimmie,Rivera,El Terror,162.56,135,68,right-handed,22,2,0,24,0.916666667
Pedro,Rizzo,The Rock,185.42,241,NA,right-handed,19,10,0,29,0.655172414
Andre,Roberts,The Chief,187.96,345,NA,right-handed,14,2,1,17,0.852941176
David,Roberts, ,185.42,170,NA,right-handed,5,8,0,13,0.384615385
Tyrone,Roberts,Native Warrior,175.26,185,NA,right-handed,39,10,1,50,0.79
Ryan,Roberts, ,167.64,155,NA,right-handed,16,10,1,27,0.611111111
Buddy,Roberts, ,187.96,185,NA,right-handed,12,3,0,15,0.8
Roosevelt,Roberts,The Predator,187.96,155,73,right-handed,7,0,0,7,1
Kenny,Robertson, ,177.8,170,74,right-handed,15,5,0,20,0.75
Mark,Robinson,White Rhino,182.88,265,NA,right-handed,1,0,0,1,1
Colin,Robinson,Big C,193.04,243,NA,right-handed,9,10,0,19,0.473684211
Vagner,Rocha,Ceara,177.8,155,73,right-handed,11,4,0,15,0.733333333
Carlos Eduardo,Rocha,Ta Danado,177.8,170,70,right-handed,9,2,0,11,0.818181818
Keith,Rockel,Rock,182.88,185,NA,right-handed,12,4,1,17,0.735294118
Paul,Rodriguez, ,170.18,155,NA,right-handed,10,8,2,20,0.55
Ricco,Rodriguez,Suave,193.04,265,NA,right-handed,47,13,0,60,0.783333333
Manuel,Rodriguez,Chalate,175.26,170,68,right-handed,10,4,0,14,0.714285714
Nick,Roehrick, ,187.96,205,75,right-handed,7,1,0,8,0.875
Marcos,Rogerio de Lima,Pezao,185.42,205,75,right-handed,16,6,1,23,0.717391304
Brett,Rogers,The Grim,195.58,265,81,right-handed,11,4,0,15,0.733333333
Shane,Roller, ,177.8,155,72,right-handed,11,7,0,18,0.611111111
Jared,Rollins,J-Roc,175.26,170,NA,right-handed,8,4,0,12,0.666666667
Ricardo,Romero, ,182.88,205,76,right-handed,11,3,0,14,0.785714286
Mara,Romero Borella,Kunoichici,167.64,125,69,right-handed,12,5,0,17,0.705882353
George,Roop, ,185.42,135,72,right-handed,15,13,1,29,0.534482759
Joao,Roque, ,167.64,155,NA,right-handed,7,2,4,13,0.692307692
Aaron,Rosa, ,193.04,205,78,right-handed,17,5,0,22,0.772727273
Jake,Rosholt, ,185.42,185,NA,right-handed,12,3,0,15,0.8
Jared,Rosholt, ,187.96,265,75,right-handed,14,3,0,17,0.823529412
Kevin,Rosier, ,193.04,275,NA,right-handed,2,6,0,8,0.25
Ben,Rothwell, ,193.04,265,78,right-handed,36,10,0,46,0.782608696
Ronda,Rousey,Rowdy,170.18,135,68,right-handed,12,2,0,14,0.857142857
Ray,Routh, ,172.72,185,NA,right-handed,2,1,0,3,0.666666667
Mauricio,Rua,Shogun,185.42,205,76,right-handed,26,11,0,37,0.702702703
Murilo,Rua,Ninja,180.34,185,NA,right-handed,20,12,1,33,0.621212121
Marco,Ruas,King of the Streets,185.42,210,NA,right-handed,9,4,2,15,0.666666667
Rodrigo,Ruas, ,177.8,185,NA,right-handed,4,5,1,10,0.45
Rodolfo,Rubio,Fito,165.1,145,66,right-handed,12,8,1,21,0.595238095
Gabe,Ruediger,Godzilla,177.8,155,NA,right-handed,17,7,0,24,0.708333333
Eddie,Ruiz, ,170.18,155,NA,right-handed,1,1,0,2,0.5
Anthony,Ruiz,El Toro,187.96,205,NA,right-handed,27,16,0,43,0.627906977
Mike,Russow, ,185.42,255,73,right-handed,15,3,0,18,0.833333333
Bas,Rutten,El Guapo,185.42,205,NA,right-handed,28,4,1,33,0.863636364
Amir,Sadollah, ,177.8,170,74,right-handed,7,5,0,12,0.583333333
Frankie,Saenz, ,167.64,135,66,right-handed,13,5,0,18,0.722222222
Saparbeg,Safarov, ,185.42,205,78,right-handed,8,2,0,10,0.8
Jason,Saggo, ,180.34,155,71,right-handed,12,4,0,16,0.75
Lukasz,Sajewski,Wookie,172.72,155,71,right-handed,13,3,0,16,0.8125
Yukio,Sakaguchi, ,175.26,185,NA,right-handed,6,6,0,12,0.5
Augusto,Sakai, ,193.04,265,NA,right-handed,12,1,1,14,0.892857143
Alessio,Sakara,Legionarius,182.88,185,72,right-handed,19,11,0,30,0.633333333
Gokhan,Saki,The Rebel,182.88,205,73,right-handed,1,2,0,3,0.333333333
Hayato,Sakurai,Mach,170.18,168,NA,right-handed,36,12,2,50,0.74
Ryuta,Sakurai, ,170.18,183,NA,right-handed,22,16,6,44,0.568181818
Ivan,Salaverry, ,182.88,185,NA,right-handed,13,8,0,21,0.619047619
Roman,Salazar,El Gallito,170.18,135,67,right-handed,9,4,0,13,0.692307692
Muslim,Salikhov,King of Kung Fu,180.34,170,70,right-handed,14,2,0,16,0.875
Josh,Samman,Anqa,190.5,185,79,right-handed,12,5,0,17,0.705882353
Johnny,Sampaio, ,172.72,170,NA,right-handed,3,1,0,4,0.75
Joshua,Sampo,The Gremlin,162.56,125,64,right-handed,11,5,0,16,0.6875
Eddie,Sanchez,The Manic Hispanic,187.96,230,74,right-handed,13,5,0,18,0.722222222
Julian,Sanchez, ,190.5,300,NA,right-handed,0,1,0,1,0
Bobby,Sanchez,The Kid,170.18,155,NA,right-handed,6,17,0,23,0.260869565
Joby,Sanchez, ,167.64,135,68,right-handed,11,4,0,15,0.733333333
Andrew,Sanchez,El Dirte,185.42,185,74,right-handed,11,4,0,15,0.733333333
Roberto,Sanchez,Littlefury,167.64,125,66,right-handed,8,2,0,10,0.8
Jesse,Sanders, ,182.88,170,NA,right-handed,22,6,0,28,0.785714286
Jerrod,Sanders,J-Reazie,172.72,135,72,right-handed,15,3,0,18,0.833333333
Hector,Sandoval,Kid Alex,157.48,125,64,right-handed,14,4,0,18,0.777777778
Chris,Sanford, ,180.34,185,NA,right-handed,5,1,0,6,0.833333333
Roldan,Sangcha-an,The Executioner,162.56,125,65,right-handed,4,2,0,6,0.666666667
Yuhi,Sano, ,180.34,243,NA,right-handed,0,4,0,4,0
Jorge,Santiago,The Sandman,185.42,170,74,right-handed,25,11,0,36,0.694444444
Mike,Santiago, ,177.8,145,69,right-handed,21,12,0,33,0.636363636
Will,Santiago,The Brown Bomber,170.18,185,NA,right-handed,9,4,0,13,0.692307692
Evangelista,Santos,Cyborg,177.8,170,76,right-handed,18,15,0,33,0.545454545
Iliarde,Santos, ,165.1,125,66,right-handed,27,9,1,37,0.743243243
Leonardo,Santos,Nenhum,182.88,155,75,right-handed,16,4,1,21,0.785714286
Thiago,Santos,Marreta,187.96,205,76,right-handed,20,6,0,26,0.769230769
Bruno,Santos,Carioca,175.26,185,69,right-handed,14,2,0,16,0.875
Taila,Santos, ,165.1,125,NA,right-handed,15,0,0,15,1
Bob,Sapp,The Beast,195.58,350,NA,right-handed,11,8,0,19,0.578947368
Daniel,Sarafian, ,175.26,185,73,right-handed,10,6,0,16,0.625
Diego,Saraiva,The Octopus,167.64,155,NA,right-handed,21,16,1,38,0.565789474
Harris,Sarmiento,The Hitman,175.26,155,NA,right-handed,33,23,0,56,0.589285714
Yuki,Sasaki, ,187.96,185,NA,right-handed,22,19,1,42,0.535714286
Paul,Sass, ,182.88,155,73,right-handed,13,2,0,15,0.866666667
Masaaki,Satake, ,185.42,220,NA,right-handed,1,8,1,10,0.15
Townsend,Saunders, ,165.1,170,NA,right-handed,0,2,0,2,0
Ben,Saunders,Killa B,187.96,170,77,right-handed,22,11,2,35,0.657142857
Chad W.,Saunders, ,177.8,170,NA,right-handed,7,2,0,9,0.777777778
Matt,Sayles,Robo,170.18,145,68,right-handed,7,2,0,9,0.777777778
Mark,Scanlon, ,175.26,170,NA,right-handed,7,2,0,9,0.777777778
Eric,Schafer,Red,190.5,185,75,right-handed,14,7,2,23,0.652173913
Kerry,Schall,Meat Truck,187.96,265,NA,right-handed,23,12,0,35,0.657142857
Eric,Schambari, ,180.34,185,NA,right-handed,15,4,0,19,0.789473684
Brendan,Schaub,Big Brown,193.04,245,78,right-handed,11,5,0,16,0.6875
Antonio,Schembri,Nino,175.26,205,NA,right-handed,5,5,0,10,0.5
Fabiano,Scherner,Pegaleve,190.5,257,NA,right-handed,8,8,0,16,0.5
Samy,Schiavo, ,172.72,155,NA,right-handed,10,6,0,16,0.625
Pat,Schilling,Thrilling,172.72,145,69,right-handed,5,2,0,7,0.714285714
Semmy,Schilt,Hightower,208.28,265,NA,right-handed,26,14,1,41,0.646341463
Matt,Schnell,Danger,172.72,125,70,right-handed,12,4,0,16,0.75
Alex,Schoenauer, ,190.5,185,NA,right-handed,15,10,0,25,0.6
Darrill,Schoonover,The Boss,187.96,220,NA,right-handed,11,5,0,16,0.6875
Bob,Schrijber,Dirty,182.88,240,NA,right-handed,20,17,1,38,0.539473684
Mark,Schultz, ,175.26,200,NA,right-handed,1,1,0,2,0.5
Brian,Schwartz, ,190.5,170,NA,right-handed,1,1,0,2,0.5
Mike,Seal,Crazy Boy,193.04,185,NA,right-handed,13,14,1,28,0.482142857
Kenneth,Seegrist, ,182.88,185,NA,right-handed,4,6,0,10,0.4
Neil,Seery,2Tap,162.56,125,64,right-handed,16,13,0,29,0.551724138
Rony,Sefo, ,175.26,225,NA,right-handed,0,2,0,2,0
Ray,Sefo,Sugarfoot,182.88,240,NA,right-handed,2,1,0,3,0.666666667
Pete,Sell,Drago,180.34,170,75,right-handed,9,5,0,14,0.642857143
Andrei,Semenov, ,182.88,185,NA,right-handed,30,9,2,41,0.756097561
Mackens,Semerzier,Da Menace,175.26,145,72,right-handed,8,4,0,12,0.666666667
Kim In,Seok, ,167.64,145,NA,right-handed,3,5,0,8,0.375
Ivan,Serati, ,182.88,205,NA,right-handed,12,4,0,16,0.75
Alex,Serdyukov,The Russian Crusher,187.96,170,74,right-handed,8,5,0,13,0.615384615
Matt,Serra,The Terra,167.64,170,68,right-handed,11,7,0,18,0.611111111
Nick,Serra,The Mad Monkey,175.26,170,NA,right-handed,7,3,0,10,0.7
Fredy,Serrano,El Profe,160.02,125,65,right-handed,3,2,0,5,0.6
Carl,Seumanutafa, ,185.42,255,NA,right-handed,4,3,0,7,0.571428571
Rosi,Sexton,The Surgeon,160.02,135,63,right-handed,13,4,0,17,0.764705882
Scott,Shaffer, ,170.18,145,NA,right-handed,0,1,0,1,0
Edmen,Shahbazyan,The Golden Boy,187.96,185,NA,right-handed,8,0,0,8,1
Kamal,Shalorus,Prince of Persia,172.72,155,68,right-handed,7,3,2,12,0.666666667
Ken,Shamrock,The World's Most Dangerous Man,185.42,205,72,right-handed,28,16,2,46,0.630434783
Frank,Shamrock, ,177.8,185,NA,right-handed,22,11,2,35,0.657142857
Eric,Shelton,Showtime,167.64,125,68,right-handed,12,5,0,17,0.705882353
Sean,Sherk,The Muscle Shark,167.64,155,67,right-handed,36,4,1,41,0.890243902
Chase,Sherman,The Vanilla Gorilla,193.04,250,78,right-handed,11,6,0,17,0.647058824
Katsuyori,Shibata, ,182.88,168,NA,right-handed,4,11,1,16,0.28125
Jake,Shields, ,182.88,170,72,right-handed,29,7,1,37,0.797297297
Shunichi,Shimizu,Rolling Star,165.1,135,66,right-handed,28,9,10,47,0.70212766
Wade,Shipp,The Nightmare,190.5,245,NA,right-handed,10,5,0,15,0.666666667
Yuya,Shirai, ,172.72,168,NA,right-handed,21,10,1,32,0.671875
Josh,Shockley, ,185.42,155,74,right-handed,11,4,0,15,0.733333333
Akira,Shoji, ,172.72,195,NA,right-handed,14,17,5,36,0.458333333
Brandon,Shuey,Big Dawg,170.18,155,NA,right-handed,7,6,0,13,0.538461538
Sam,Sicilia, ,172.72,145,67,right-handed,15,8,0,23,0.652173913
Steven,Siler,Super,180.34,145,70,right-handed,23,13,0,36,0.638888889
Siala,Siliga,Mighty Mo,185.42,290,NA,right-handed,3,2,0,5,0.6
Assuerio,Silva, ,177.8,241,NA,right-handed,15,8,0,23,0.652173913
Wanderlei,Silva,The Axe Murderer,180.34,205,74,right-handed,35,12,1,48,0.739583333
Thiago,Silva, ,187.96,205,74,right-handed,16,3,0,19,0.842105263
Paulo Cesar,Silva,Giant,226.06,385,NA,right-handed,2,6,0,8,0.25
Jean,Silva,White Bear,167.64,160,NA,right-handed,18,11,3,32,0.609375
Edson,Silva,Paredao,NA,205,NA,right-handed,7,8,0,15,0.466666667
Antonio,Silva,Bigfoot,193.04,264,80,right-handed,19,10,1,30,0.65
Fabio,Silva, ,180.34,205,NA,right-handed,11,5,0,16,0.6875
Erick,Silva,The Tiger,182.88,170,74,right-handed,19,9,0,28,0.678571429
Leandro,Silva,Buscape,175.26,155,72,right-handed,19,4,1,24,0.8125
Wagner,Silva,Wagnao,182.88,170,71,right-handed,3,3,0,6,0.5
Felipe,Silva, ,182.88,155,77,right-handed,8,2,0,10,0.8
Dayana,Silva, ,170.18,135,NA,right-handed,7,3,0,10,0.7
Douglas,Silva de Andrade,D Silva,170.18,135,68,right-handed,25,2,0,27,0.925925926
Leonardo,Silva,Cabecao,187.96,185,NA,right-handed,12,3,0,15,0.8
Marcus,Silveira,Conan,190.5,242,NA,right-handed,6,4,0,10,0.6
Elias,Silverio,Xuxu,180.34,155,73,right-handed,11,2,0,13,0.846153846
Ricky,Simon, ,167.64,135,69,right-handed,14,1,0,15,0.933333333
Aaron,Simpson,A-Train,182.88,170,73,right-handed,11,4,0,15,0.733333333
Wes,Sims,The Project,208.28,260,NA,right-handed,22,13,1,36,0.625
Lodune,Sincaid, ,175.26,185,NA,right-handed,15,9,0,24,0.625
Rory,Singer,Outburst,187.96,185,77,right-handed,11,9,0,20,0.55
Elvis,Sinosic,The King of Rock n' Rumble,190.5,205,77,right-handed,7,11,2,20,0.4
Mitchell,Sipe,The Sniper,187.96,245,NA,right-handed,4,1,0,5,0.8
Dennis,Siver, ,167.64,145,70,right-handed,23,11,0,34,0.676470588
Chas,Skelly,The Scrapper,180.34,145,72,right-handed,17,4,0,21,0.80952381
Matt,Skelton, ,190.5,265,NA,right-handed,0,1,0,1,0
Zach,Skinner, ,167.64,145,NA,right-handed,6,8,0,14,0.428571429
Joe,Slick, ,182.88,199,NA,right-handed,16,5,3,24,0.729166667
Kestutis,Smirnovas, ,177.8,200,NA,right-handed,22,8,1,31,0.725806452
Maurice,Smith, ,187.96,221,NA,right-handed,12,13,0,25,0.48
Patrick,Smith, ,187.96,225,NA,right-handed,20,15,0,35,0.571428571
Scott,Smith,Hands of Steel,182.88,185,70,right-handed,17,9,0,26,0.653846154
Josh,Smith, ,182.88,155,NA,right-handed,6,5,0,11,0.545454545
Trevor,Smith,Hot Sauce,190.5,185,75,right-handed,15,8,0,23,0.652173913
Anthony,Smith,Lionheart,193.04,205,76,right-handed,31,13,0,44,0.704545455
Colton,Smith, ,182.88,155,71,right-handed,6,4,0,10,0.6
Leslie,Smith,The Peacemaker,175.26,135,66,right-handed,10,7,1,18,0.583333333
Devonte,Smith,King Kage,175.26,155,76,right-handed,9,1,0,10,0.9
