First_name,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
Shawn,Jordan,The Savage,182.88,260,75,left-handed,18,7,0,25,0.72
Krzysztof,Jotko, ,185.42,185,77,left-handed,19,4,0,23,0.826086957
Alan,Jouban,Brahma,182.88,170,73,left-handed,16,6,0,22,0.727272727
Mike,Joy, ,167.64,155,NA,left-handed,10,6,0,16,0.625
Nadia,Kassem,187,165.1,115,66,left-handed,5,0,0,5,1
Yusuke,Kasuya, ,170.18,155,67,left-handed,9,3,2,14,0.714285714
Canaan,Kawaihae, ,182.88,145,NA,left-handed,4,1,0,5,0.8
Daniel,Kelly, ,182.88,185,70,left-handed,13,4,0,17,0.764705882
Casey,Kenney, ,170.18,125,68,left-handed,7,1,1,9,0.833333333
Dong Hyun,Kim,Stun Gun,187.96,170,76,left-handed,22,4,1,27,0.833333333
Min Soo,Kim, ,185.42,255,NA,left-handed,3,7,0,10,0.3
Koji,Kitao, ,200.66,350,NA,left-handed,1,2,0,3,0.333333333
Erik,Koch,New Breed,177.8,155,71,left-handed,15,6,0,21,0.714285714
Yuki,Kondo, ,180.34,183,NA,left-handed,53,26,8,87,0.655172414
Naoyuki,Kotani, ,172.72,155,66,left-handed,33,13,7,53,0.688679245
Ryan,LaFlare, ,185.42,170,74,left-handed,14,3,0,17,0.823529412
Jeremy,Lang, ,180.34,205,NA,left-handed,21,2,0,23,0.913043478
Taylor,Lapilus,Double Impact,167.64,135,73,left-handed,11,2,0,13,0.846153846
Anthony,Lapsley,The Recipe,175.26,170,71,left-handed,25,7,0,32,0.78125
Brock,Larson, ,180.34,170,71,left-handed,33,6,0,39,0.846153846
Muhammed,Lawal,King Mo,182.88,205,78,left-handed,9,1,0,10,0.9
Robbie,Lawler,Ruthless,180.34,170,74,left-handed,28,12,0,40,0.7
Tom,Lawlor,Filthy,182.88,205,74,left-handed,10,6,0,16,0.625
Cung,Le, ,175.26,185,69,left-handed,9,3,0,12,0.75
Jerome,LeBanner, ,190.5,265,NA,left-handed,3,2,0,5,0.6
Chris,Leben,The Crippler,180.34,185,74,left-handed,22,11,0,33,0.666666667
James,Lee, ,180.34,205,NA,left-handed,14,3,0,17,0.823529412
Sherron,Leggett,Rob Roy,172.72,155,NA,left-handed,21,6,0,27,0.777777778
Amanda,Lemos,Amandinha,162.56,135,65,left-handed,6,1,1,8,0.8125
Christophe,Leninger, ,182.88,200,NA,left-handed,3,4,0,7,0.428571429
Marcus,LeVesseur,The Prospect,175.26,155,70,left-handed,22,7,0,29,0.75862069
John,Lewis, ,182.88,155,NA,left-handed,3,4,3,10,0.45
Matt,Lindland,The Law,182.88,185,74,left-handed,22,9,0,31,0.709677419
Artem,Lobov,The Russian Hammer,175.26,145,65,left-handed,14,15,1,30,0.483333333
Hector,Lombard, ,175.26,185,71,left-handed,34,10,1,45,0.766666667
Ivan,Lopez, ,167.64,135,NA,left-handed,8,1,1,10,0.85
Matthew,Lopez, ,170.18,135,69,left-handed,10,4,0,14,0.714285714
Waylon,Lowe, ,170.18,145,NA,left-handed,11,5,0,16,0.6875
Veronica,Macedo, ,162.56,125,64,left-handed,5,2,1,8,0.6875
Lyoto,Machida,The Dragon,185.42,185,74,left-handed,24,8,0,32,0.75
Don,Madge,Magic Man,182.88,155,72,left-handed,8,3,1,12,0.708333333
Yoshiro,Maeda, ,170.18,139,68,left-handed,28,12,2,42,0.69047619
John,Maguire,The One,175.26,155,69,left-handed,18,6,0,24,0.75
Demian,Maia, ,185.42,170,72,left-handed,25,9,0,34,0.735294118
Aliev,Makhmud, ,167.64,195,NA,left-handed,0,1,0,1,0
Zach,Makovsky,Fun Size,162.56,125,64,left-handed,19,8,0,27,0.703703704
Melchor,Manibusan,Barracuda,165.1,154,NA,left-handed,2,4,0,6,0.333333333
Henry,Martinez,Sicario,170.18,155,68,left-handed,9,3,0,12,0.75
Jonathan,Martinez,Dragon,172.72,135,NA,left-handed,9,2,0,11,0.818181818
Adriano,Martins, ,177.8,155,72,left-handed,28,9,0,37,0.756756757
Lucas,Martins,Mineiro,182.88,145,72,left-handed,16,3,0,19,0.842105263
Mike,Massenzio,The Master of Disaster,187.96,185,73,left-handed,13,6,0,19,0.684210526
Gina,Mazany,Danger,167.64,135,68,left-handed,5,2,0,7,0.714285714
Bubba,McDaniel,The Menace,190.5,185,75,left-handed,21,8,0,29,0.724137931
Drew,McFedries,The Massacre,182.88,185,72,left-handed,10,6,0,16,0.625
Conor,McGregor,The Notorious,175.26,155,74,left-handed,21,4,0,25,0.84
Antonio,McKee,Mandingo,172.72,155,NA,left-handed,26,5,2,33,0.818181818
Garreth,McLellan,Soldier Boy,185.42,185,72,left-handed,13,6,0,19,0.684210526
Todd,Medina,El Tiburon,177.8,193,NA,left-handed,11,9,0,20,0.55
Gerald,Meerschaert,GM3,185.42,185,77,left-handed,28,9,0,37,0.756756757
Frank,Megallon, ,177.8,185,NA,left-handed,2,3,0,5,0.4
Brandon,Melendez,The Murderer,180.34,155,NA,left-handed,26,21,0,47,0.553191489
Marcelo,Mello, ,170.18,170,NA,left-handed,1,0,0,1,1
Fabio,Mello, ,165.1,155,NA,left-handed,8,6,0,14,0.571428571
Antonio,Mendes,Samurai,190.5,205,77,left-handed,17,10,0,27,0.62962963
Pietro,Menga,The Italian Stallion,170.18,125,68,left-handed,13,0,0,13,1
Zachary,Micklewright, ,182.88,155,74,left-handed,11,3,0,14,0.785714286
Jim,Miller,A-10,172.72,155,71,left-handed,29,12,0,41,0.707317073
Henry,Miller,Sentoryu,170.18,270,NA,left-handed,6,13,0,19,0.315789474
Frank,Mir, ,190.5,264,79,left-handed,18,11,0,29,0.620689655
Toby,Misech,2 Quick,172.72,145,NA,left-handed,10,5,0,15,0.666666667
Dokonjonosuke,Mishima, ,170.18,155,NA,left-handed,20,7,2,29,0.724137931
Bryce,Mitchell,Thug Nasty,177.8,145,NA,left-handed,10,1,0,11,0.909090909
Eiji,Mitsuoka, ,170.18,145,NA,left-handed,18,9,2,29,0.655172414
Tomoya,Miyashita, ,170.18,139,NA,left-handed,17,9,7,33,0.621212121
Motoki,Miyazawa, ,180.34,168,NA,left-handed,7,3,0,10,0.7
Tatsuya,Mizuno, ,185.42,205,NA,left-handed,10,7,1,18,0.583333333
Ashkan,Mokhtarian,The Assassin,167.64,125,67,left-handed,13,3,0,16,0.8125
Darrell,Montague,Mongoose,167.64,125,67,left-handed,13,5,0,18,0.722222222
Nicco,Montano, ,165.1,125,65,left-handed,5,2,0,7,0.714285714
Steve,Montgomery,The Creepy Weasel,193.04,185,75,left-handed,8,4,0,12,0.666666667
Todd,Moore, ,175.26,170,71,left-handed,14,5,0,19,0.736842105
Leonardo,Morales,Chimy,172.72,135,68,left-handed,5,2,0,7,0.714285714
Joe,Moreira, ,180.34,195,NA,left-handed,2,2,0,4,0.5
Dan,Moret,The Hitman,182.88,155,73,left-handed,13,4,0,17,0.764705882
Su,Mudaerji,Sulamu,172.72,135,72,left-handed,10,4,0,14,0.714285714
Jim,Mullen, ,185.42,215,NA,left-handed,0,2,0,2,0
Andre,Muniz,Sergipano,187.96,185,NA,left-handed,17,4,0,21,0.80952381
Tom,Murphy, ,187.96,227,NA,left-handed,8,0,0,8,1
Katsuhiko,Nagata, ,170.18,154,NA,left-handed,6,7,2,15,0.466666667
Keita,Nakamura,K-Taro,180.34,170,73,left-handed,34,9,2,45,0.777777778
Jutaro,Nakao, ,175.26,170,NA,left-handed,23,17,4,44,0.568181818
Yoshihiro,Nakao,Kiss,182.88,220,NA,left-handed,9,3,0,12,0.75
Roger,Narvaez,Silverback,190.5,185,79,left-handed,7,2,0,9,0.777777778
Pawel,Nastula, ,182.88,230,NA,left-handed,4,4,0,8,0.5
Geoff,Neal,Handz of Steel,180.34,170,75,left-handed,10,2,0,12,0.833333333
Shane,Nelson,Sugar,175.26,155,70,left-handed,15,5,0,20,0.75
Nick,Newell,Notorious,177.8,155,74,left-handed,14,1,0,15,0.933333333
Ning,Guangyou,Smasher,162.56,145,64,left-handed,6,4,1,11,0.590909091
Akiyo,Nishiura,Wicky Akiyo,172.72,139,NA,left-handed,11,7,1,19,0.605263158
Derrick,Noble,The Eraser,175.26,170,NA,left-handed,26,15,1,42,0.630952381
Rogerio,Nogueira,Minotouro,187.96,205,75,left-handed,23,8,0,31,0.741935484
Kyle,Noke, ,185.42,170,76,left-handed,22,10,1,33,0.681818182
Jan,Nortje,The Giant,185.42,310,NA,left-handed,2,6,0,8,0.25
Kennedy,Nzechukwu,African Savage,195.58,205,82,left-handed,5,0,0,5,1
Takahiro,Oba, ,172.72,200,NA,left-handed,5,7,1,13,0.423076923
Yushin,Okami,Thunder,187.96,170,75,left-handed,35,12,0,47,0.744680851
Michal,Oleksiejczuk,Lord,182.88,205,74,left-handed,12,2,0,14,0.857142857
Daniel,Omielanczuk, ,182.88,247,74,left-handed,19,8,1,28,0.696428571
Shungo,Oyama, ,180.34,185,NA,left-handed,10,13,0,23,0.434782609
Jared,Papazian,The Jackhammer,172.72,135,67,left-handed,14,9,0,23,0.608695652
Joe,Pardo, ,185.42,210,NA,left-handed,4,6,0,10,0.4
Remco,Pardoel,Grizzly,190.5,260,NA,left-handed,9,6,1,16,0.59375
Ryan,Parker, ,190.5,235,NA,left-handed,0,1,0,1,0
Alan,Patrick,Nuguette,180.34,155,74,left-handed,15,2,0,17,0.882352941
Sergei,Pavlovich, ,190.5,257,84,left-handed,12,1,0,13,0.923076923
Carlo,Pedersoli,Semento,180.34,170,75,left-handed,11,2,0,13,0.846153846
Luis,Pena,Violent Bob Ross,190.5,155,76,left-handed,5,1,0,6,0.833333333
Nick,Penner,The Quiet Assassin,193.04,205,77,left-handed,12,3,0,15,0.8
Philip,Perez, ,165.1,155,NA,left-handed,7,5,1,13,0.576923077
Peter,Petties,The Joker,180.34,145,72,left-handed,5,3,0,8,0.625
Aaron,Phillips,The Model,175.26,135,70,left-handed,8,2,0,10,0.8
John,Phillips,The Welsh Wrecking Machine,180.34,185,75,left-handed,21,8,0,29,0.724137931
Jamie,Pickett, ,187.96,185,80,left-handed,7,2,0,9,0.777777778
Oskar,Piechota,Imadlo,182.88,185,76,left-handed,11,1,1,13,0.884615385
Sean,Pierson,The Punisher,182.88,170,76,left-handed,14,6,0,20,0.7
Dom,Pilarte,Son of Fire,182.88,135,74,left-handed,8,1,0,9,0.888888889
Dustin,Poirier,The Diamond,175.26,155,72,left-handed,24,5,0,29,0.827586207
Wagner,Prado,Caldeirao,182.88,205,74,left-handed,8,2,0,10,0.8
Dorian,Price, ,190.5,170,NA,left-handed,8,4,0,12,0.666666667
Chris,Price,The Exorcist,187.96,185,NA,left-handed,18,3,0,21,0.857142857
Claudio,Puelles,El Nino,180.34,155,72,left-handed,9,2,0,11,0.818181818
Jens,Pulver,Little Evil,170.18,145,70,left-handed,25,15,1,41,0.62195122
Jordan,Radev, ,170.18,185,NA,left-handed,23,5,0,28,0.821428571
Gideon,Ray, ,177.8,185,NA,left-handed,17,14,1,32,0.546875
Stevie,Ray,Braveheart,177.8,155,70,left-handed,22,8,0,30,0.733333333
Greg,Rebello,Ribz,182.88,240,73,left-handed,24,8,0,32,0.75
Wilson,Reis, ,162.56,125,65,left-handed,23,9,0,32,0.71875
Goran,Reljic, ,190.5,205,81,left-handed,9,3,0,12,0.75
Chance,Rencountre,Black Eagle,187.96,170,75,left-handed,12,3,0,15,0.8
Dominick,Reyes,The Devastator,193.04,205,77,left-handed,10,0,0,10,1
Mike,Ricci,The Martian,182.88,155,77,left-handed,9,4,0,13,0.692307692
Matthew,Riddle,Deep Waters,185.42,170,74,left-handed,7,3,0,10,0.7
Joe,Riggs,Diesel,182.88,185,70,left-handed,41,17,0,58,0.706896552
Aaron,Riley, ,172.72,155,69,left-handed,29,14,1,44,0.670454545
Nick,Ring,The Promise,182.88,185,74,left-handed,13,3,0,16,0.8125
Dante,Rivera, ,185.42,185,NA,left-handed,15,6,0,21,0.714285714
Karl,Roberson,Baby K,185.42,185,74,left-handed,7,1,0,8,0.875
Daniel,Roberts,Ninja,177.8,170,74,left-handed,12,4,0,16,0.75
Danny,Roberts,Hot Chocolate,185.42,170,74,left-handed,16,3,0,19,0.842105263
Alvin,Robinson, ,175.26,155,68,left-handed,12,6,0,18,0.666666667
Luke,Rockhold, ,190.5,185,77,left-handed,16,4,0,20,0.8
Mike,Rodriguez,Slo Mike,193.04,205,82,left-handed,9,3,0,12,0.75
Yoel,Romero,Soldier of God,182.88,185,73,left-handed,13,3,0,16,0.8125
Jesse,Ronson,The Body Snatcher,177.8,155,72,left-handed,19,8,0,27,0.703703704
Rick,Roufus, ,182.88,207,NA,left-handed,4,6,0,10,0.4
Khalil,Rountree Jr.,The War Horse,185.42,205,76,left-handed,8,2,0,10,0.8
Ovince,Saint Preux, ,190.5,205,80,left-handed,23,12,0,35,0.657142857
Wataru,Sakata, ,175.26,195,NA,left-handed,11,13,0,24,0.458333333
Kazushi,Sakuraba,The Gracie Hunter,182.88,185,NA,left-handed,26,16,1,43,0.61627907
Justin,Salas,J-Bomb,172.72,155,70,left-handed,12,7,0,19,0.631578947
Sean,Salmon, ,177.8,185,NA,left-handed,18,17,0,35,0.514285714
Boston,Salmon,Boom Boom,175.26,135,69,left-handed,5,1,0,6,0.833333333
John,Salter, ,185.42,185,74,left-handed,8,2,0,10,0.8
Diego,Sanchez,Nightmare,177.8,170,72,left-handed,30,11,0,41,0.731707317
Luke,Sanders,Cool Hand,167.64,135,67,left-handed,12,3,0,15,0.8
Joseph,Sandoval, ,170.18,135,NA,left-handed,6,2,0,8,0.75
Luis,Santos, ,185.42,170,NA,left-handed,50,7,1,58,0.870689655
Kyosuke,Sasaki, ,170.18,183,NA,left-handed,3,7,4,14,0.357142857
Ulka,Sasaki,Ulka,177.8,125,71,left-handed,21,6,2,29,0.75862069
Takenori,Sato, ,177.8,170,71,left-handed,17,10,7,34,0.602941176
Justin,Scoggins, ,170.18,125,66,left-handed,11,5,0,16,0.6875
Stefan,Sekulic, ,182.88,170,75,left-handed,12,3,0,15,0.8
Dan,Severn,The Beast,187.96,250,NA,left-handed,100,18,7,125,0.828
Valentina,Shevchenko,Bullet,165.1,125,67,left-handed,16,3,0,19,0.842105263
Antonina,Shevchenko,La Pantera,172.72,125,NA,left-handed,7,0,0,7,1
Josh,Shockman,The War Hammer,193.04,235,NA,left-handed,5,3,0,8,0.625
Anderson,Silva,The Spider,187.96,185,77,left-handed,34,8,0,42,0.80952381
Sidney,Silva, ,190.5,170,NA,left-handed,8,4,0,12,0.666666667
Jay,Silva, ,187.96,185,NA,left-handed,7,5,1,13,0.576923077
Tony,Sims, ,180.34,155,70,left-handed,12,4,0,16,0.75
Everett,Sims,Sexual Chocolate,195.58,260,77,left-handed,4,1,0,5,0.8
Eric,Smith, ,NA,NA,NA,left-handed,1,1,0,2,0.5
Gilbert,Smith, ,175.26,185,75,left-handed,5,2,0,7,0.714285714
Peter,Sobotta, ,182.88,170,75,left-handed,17,6,1,24,0.729166667
Chael,Sonnen, ,185.42,205,74,left-handed,29,14,1,44,0.670454545
Alex,Soto,Extremo,172.72,135,71,left-handed,6,2,1,9,0.722222222
Daniel,Spohn,Dragon,193.04,205,79,left-handed,15,6,0,21,0.714285714
Ron,Stallings,The Choir Boy,187.96,170,75,left-handed,13,8,0,21,0.619047619
Alex,Stiebling,The Brazilian Killa,187.96,205,NA,left-handed,18,11,1,30,0.616666667
Lazar,Stojadinovic,The Bronx Bomber,170.18,145,68,left-handed,12,5,0,17,0.705882353
Ryan,Stonitsch, ,175.26,170,NA,left-handed,8,1,0,9,0.888888889
Rick,Story,The Horror,175.26,170,71,left-handed,19,9,0,28,0.678571429
Greg,Stott,Ranger,170.18,220,NA,left-handed,0,1,0,1,0
Curtis,Stout, ,185.42,185,NA,left-handed,11,12,1,24,0.479166667
Takashi,Sugiura, ,180.34,225,NA,left-handed,1,3,0,4,0.25
Magomed,Sultanakhmedov, ,187.96,185,NA,left-handed,16,5,0,21,0.761904762
Justin,Sumter,The Fort,187.96,185,80,left-handed,6,1,0,7,0.857142857
Tony,Sylvester, ,185.42,225,NA,left-handed,11,3,0,14,0.785714286
Nobuhiko,Takada, ,182.88,220,NA,left-handed,2,6,2,10,0.3
Yoshiki,Takahashi,Kazuo,180.34,199,NA,left-handed,29,25,3,57,0.535087719
Daiju,Takase, ,182.88,170,NA,left-handed,9,13,2,24,0.416666667
Makoto,Takimoto, ,170.18,205,NA,left-handed,6,5,0,11,0.545454545
Kiyoshi,Tamura, ,180.34,185,NA,left-handed,32,13,3,48,0.697916667
Akihito,Tanaka,Kinniku Mantaro,NA,NA,NA,left-handed,2,2,0,4,0.5
Deividas,Taurosevicius, ,175.26,145,68,left-handed,13,5,0,18,0.722222222
Dave,Terrel,The Bionic,172.72,170,NA,left-handed,7,6,0,13,0.538461538
David,Terrell,The Soul Assassin,185.42,185,NA,left-handed,6,2,0,8,0.75
David,Teymur, ,175.26,155,73,left-handed,8,1,0,9,0.888888889
Motonobu,Tezuka, ,170.18,135,66,left-handed,19,6,4,29,0.724137931
Gleison,Tibau, ,177.8,155,71,left-handed,40,14,0,54,0.740740741
Darren,Till,The Gorilla,182.88,170,74,left-handed,17,1,1,19,0.921052632
Kazuki,Tokudome, ,180.34,155,73,left-handed,12,6,1,19,0.657894737
Minoru,Toyonaga, ,180.34,195,NA,left-handed,2,5,0,7,0.285714286
Frank,Trigg,Twinkle Toes,175.26,170,71,left-handed,21,9,0,30,0.7
Francisco,Trinaldo,Massaranduba,175.26,155,70,left-handed,23,6,0,29,0.793103448
Gavin,Tucker,Guv'Nor,167.64,145,66,left-handed,10,1,0,11,0.909090909
Tai,Tuivasa,Bam Bam,187.96,264,75,left-handed,10,1,0,11,0.909090909
Jalin,Turner,The Tarantula,190.5,170,77,left-handed,7,4,0,11,0.636363636
